feature,coefficient,coefficient_abs
P55290_CDH13,0.0031061098215975544,0.0031061098215975544
P49356_FNTB,-0.010471992217643807,0.010471992217643807
P14555_PLA2G2A,-0.036035847033615356,0.036035847033615356
P0DJI9_SAA2,-0.04546273239267854,0.04546273239267854
P49747_COMP,0.057375100554098474,0.057375100554098474
Q9HCL0_PCDH18,0.058616190210221526,0.058616190210221526
P02741_CRP,-0.06659455367049077,0.06659455367049077
P02748_C9,-0.06958890880839785,0.06958890880839785
