feature,coefficient,coefficient_abs
P49356_FNTB,-0.17489179593515064,0.17489179593515064
P55290_CDH13,0.18067304246173677,0.18067304246173677
P49747_COMP,0.2343494847886797,0.2343494847886797
P14555_PLA2G2A,-0.24010165698792849,0.24010165698792849
P0DJI9_SAA2,-0.27211331360636337,0.27211331360636337
Q9HCL0_PCDH18,0.2777222938096463,0.2777222938096463
P02741_CRP,-0.2956890582536273,0.2956890582536273
P02748_C9,-0.30515154474783157,0.30515154474783157
